id,dimension_id,subdimension_id,texto_pregunta,tipo_pregunta,opciones_respuesta
"D5.1.4","5","5.1","¿Alguien en tu equipo tiene experiencia en marketing digital?","SELECCION_MULTIPLE","[{""texto"": ""Gestión profesional de redes sociales"", ""valor"": 40}, {""texto"": ""Publicidad online (Facebook/Google Ads)"", ""valor"": 30}, {""texto"": ""SEO"", ""valor"": 20}, {""texto"": ""Email marketing"", ""valor"": 10}]"
"D5.1.5","5","5.1","¿Alguien en tu equipo es capaz de analizar datos para crear informes o gráficos?","BINARIA","[{""texto"": ""Sí, aunque sea a nivel básico"", ""valor"": 100}, {""texto"": ""No, no tenemos a nadie con esas habilidades"", ""valor"": 10}]"
"D5.1.6","5","5.1","¿Tu equipo es consciente de la importancia de mantener una imagen profesional online?","BINARIA","[{""texto"": ""Sí, tenemos pautas claras"", ""valor"": 100}, {""texto"": ""No, cada uno lo maneja como considera"", ""valor"": 20}]"
"D5.1.7","5","5.1","¿Tu equipo domina el uso del software o las plataformas más importantes de tu sector?","BINARIA","[{""texto"": ""Sí, estamos al día"", ""valor"": 100}, {""texto"": ""No, nos falta conocimiento"", ""valor"": 30}, {""texto"": ""No aplica"", ""valor"": null}]"
"D5.2.1","5","5.2","En el último año, ¿tu empresa ha invertido en capacitar a sus empleados en habilidades digitales?","BINARIA","[{""texto"": ""Sí"", ""valor"": 100}, {""texto"": ""No"", ""valor"": 0}]"
"D5.2.2","5","5.2","Si has realizado capacitaciones, ¿qué tipo de métodos han utilizado?","SELECCION_MULTIPLE","[{""texto"": ""Cursos presenciales"", ""valor"": 20}, {""texto"": ""Webinars o clases virtuales"", ""valor"": 25}, {""texto"": ""Plataformas de cursos online"", ""valor"": 30}, {""texto"": ""Capacitación interna"", ""valor"": 15}]"
"D5.2.3","5","5.2","¿La formación que se realiza está basada en un plan para desarrollar las habilidades que el negocio necesita?","SELECCION_UNICA","[{""texto"": ""Sí, es planificada"", ""valor"": 100}, {""texto"": ""A veces, surge de oportunidades"", ""valor"": 50}, {""texto"": ""No hay un plan"", ""valor"": 10}, {""texto"": ""No realizamos formación"", ""valor"": 0}]"
"D5.2.4","5","5.2","¿Tu empresa evalúa las competencias tecnológicas de sus empleados?","SELECCION_UNICA","[{""texto"": ""Sí, periódicamente para todo el personal"", ""valor"": 100}, {""texto"": ""Sí, para algunos puestos clave"", ""valor"": 60}, {""texto"": ""De manera informal"", ""valor"": 30}, {""texto"": ""No, no las evaluamos"", ""valor"": 0}]"
"D5.2.5","5","5.2","Al contratar nuevo personal, ¿las habilidades digitales son un factor importante?","BINARIA","[{""texto"": ""Sí, es un requisito clave"", ""valor"": 100}, {""texto"": ""No, no es un factor prioritario"", ""valor"": 20}]"
"D5.2.6","5","5.2","En los últimos 3 años, ¿has contratado a expertos externos para tareas tecnológicas?","SELECCION_UNICA","[{""texto"": ""Sí, hemos contratado"", ""valor"": 100}, {""texto"": ""Lo intentamos pero no se concretó"", ""valor"": 50}, {""texto"": ""No, no hemos buscado"", ""valor"": 10}]"
"D5.2.7","5","5.2","¿Tu empresa ofrece oportunidades de crecimiento a los empleados con capacidades digitales?","BINARIA","[{""texto"": ""Sí, les ofrecemos nuevos retos"", ""valor"": 100}, {""texto"": ""No, no tenemos un plan para retenerlos"", ""valor"": 30}]"
"D5.3.1","5","5.3","Cuando se introduce una nueva herramienta digital, ¿cómo se gestiona su implementación?","SELECCION_UNICA","[{""texto"": ""Con un plan de implementación y capacitación"", ""valor"": 100}, {""texto"": ""Se anuncia y se da una capacitación básica"", ""valor"": 60}, {""texto"": ""Se informa y se espera que la usen"", ""valor"": 20}, {""texto"": ""No hemos introducido nuevas herramientas"", ""valor"": 0}]"
"D5.3.2","5","5.3","En general, ¿cómo reacciona tu equipo ante un cambio tecnológico?","SELECCION_UNICA","[{""texto"": ""Con entusiasmo y curiosidad"", ""valor"": 100}, {""texto"": ""Con una mezcla de curiosidad y escepticismo"", ""valor"": 60}, {""texto"": ""Generalmente con resistencia"", ""valor"": 20}]"
"D5.3.3","5","5.3","¿En tu empresa se fomenta el trabajo en equipo para resolver problemas?","BINARIA","[{""texto"": ""Sí, la colaboración es fundamental"", ""valor"": 100}, {""texto"": ""No, el trabajo es mayoritariamente individual"", ""valor"": 20}]"
"D5.3.4","5","5.3","¿Tu empresa utiliza alguna metodología de trabajo ágil (Scrum, Kanban, etc.)?","SELECCION_UNICA","[{""texto"": ""Sí, hemos adoptado una formalmente"", ""valor"": 100}, {""texto"": ""Usamos algunas prácticas de forma informal"", ""valor"": 50}, {""texto"": ""No, usamos métodos tradicionales"", ""valor"": 10}]"
"D5.3.5","5","5.3","Al elegir una nueva herramienta, ¿se incluye al equipo que la usará en la decisión?","BINARIA","[{""texto"": ""Sí, siempre pedimos su opinión"", ""valor"": 100}, {""texto"": ""No, la decisión es de la dirección"", ""valor"": 10}]"
"D5.3.6","5","5.3","¿Cómo se comunica al equipo el 'porqué' de un cambio tecnológico?","SELECCION_UNICA","[{""texto"": ""Con una comunicación clara y planificada"", ""valor"": 100}, {""texto"": ""Se envía un correo sin mucho detalle"", ""valor"": 40}, {""texto"": ""No se suele comunicar el porqué"", ""valor"": 10}]"
"D5.3.7","5","5.3","¿Los empleados tienen autonomía para proponer mejoras en las herramientas que usan?","BINARIA","[{""texto"": ""Sí, les animamos a hacerlo"", ""valor"": 100}, {""texto"": ""No, deben usarlas como se les indica"", ""valor"": 20}]"
"D6.1.1","6","6.1","¿Cómo proteges los computadores de tu empresa contra virus y accesos no autorizados?","SELECCION_MULTIPLE","[{""texto"": ""Antivirus profesional actualizado"", ""valor"": 40}, {""texto"": ""Firewall de red activado"", ""valor"": 30}, {""texto"": ""Protecciones por defecto del SO"", ""valor"": 20}, {""texto"": ""No tenemos un sistema de protección"", ""valor"": 0}]"
"D6.1.2","6","6.1","¿Cuál de estas frases describe mejor la política de contraseñas en tu empresa?","SELECCION_UNICA","[{""texto"": ""Exigimos contraseñas seguras y 2FA"", ""valor"": 100}, {""texto"": ""Hay contraseñas, pero sin reglas estrictas"", ""valor"": 40}, {""texto"": ""Usamos contraseñas simples o compartidas"", ""valor"": 10}, {""texto"": ""Muchos sistemas no tienen contraseña"", ""valor"": 0}]"
"D6.1.3","6","6.1","¿La red Wi-Fi principal de tu negocio está protegida?","SELECCION_UNICA","[{""texto"": ""Sí, con WPA2/WPA3 y contraseña segura"", ""valor"": 100}, {""texto"": ""Sí, pero con protocolo antiguo o clave simple"", ""valor"": 30}, {""texto"": ""No, es una red abierta"", ""valor"": 0}]"
"D6.1.4","6","6.1","¿Con qué frecuencia se actualizan los sistemas operativos y programas importantes?","SELECCION_UNICA","[{""texto"": ""Automáticamente o en cuanto sale el parche"", ""valor"": 100}, {""texto"": ""De vez en cuando"", ""valor"": 40}, {""texto"": ""Casi nunca"", ""valor"": 10}]"
"D6.1.5","6","6.1","¿Cómo realizas las copias de seguridad de la información crítica?","SELECCION_UNICA","[{""texto"": ""Con un sistema automatizado en la nube"", ""valor"": 100}, {""texto"": ""Manuales en disco duro externo semanalmente"", ""valor"": 60}, {""texto"": ""Manuales de forma esporádica"", ""valor"": 20}, {""texto"": ""No tenemos un proceso de backup"", ""valor"": 0}]"
"D6.1.6","6","6.1","¿Existen medidas de seguridad física para proteger los equipos importantes?","BINARIA","[{""texto"": ""Sí, acceso restringido, cámaras, etc."", ""valor"": 100}, {""texto"": ""No, los equipos están en áreas de fácil acceso"", ""valor"": 30}]"
"D6.1.7","6","6.1","¿Has capacitado a tu equipo para reconocer y evitar correos de phishing o estafas?","BINARIA","[{""texto"": ""Sí, hemos hablado del tema y dado pautas"", ""valor"": 100}, {""texto"": ""No, no hemos realizado formación específica"", ""valor"": 20}]"
"D6.2.1","6","6.2","¿Tu empresa tiene una política escrita que defina el uso de los equipos e internet?","BINARIA","[{""texto"": ""Sí, y se la hemos comunicado al equipo"", ""valor"": 100}, {""texto"": ""No, no tenemos reglas escritas"", ""valor"": 20}]"
"D6.2.2","6","6.2","¿Cómo se gestionan los permisos de acceso a la información sensible?","SELECCION_UNICA","[{""texto"": ""Principio de mínimo privilegio"", ""valor"": 100}, {""texto"": ""Hay niveles de acceso, pero no son estrictos"", ""valor"": 50}, {""texto"": ""La mayoría tiene acceso a casi todo"", ""valor"": 10}]"
"D6.2.3","6","6.2","¿Tu empresa cumple con la normativa de protección de datos personales (ej. Ley 1581)?","BINARIA","[{""texto"": ""Sí, tenemos política y solicitamos consentimiento"", ""valor"": 100}, {""texto"": ""No, o no estamos seguros de cumplir"", ""valor"": 0}]"
"D6.2.4","6","6.2","Si los empleados usan sus dispositivos personales para trabajar, ¿existen reglas claras?","BINARIA","[{""texto"": ""Sí, tenemos una política BYOD"", ""valor"": 100}, {""texto"": ""No, no hay reglas específicas"", ""valor"": 30}, {""texto"": ""No aplica"", ""valor"": null}]"
"D6.2.5","6","6.2","¿Tu empresa tiene un plan de acción en caso de un incidente de seguridad?","SELECCION_UNICA","[{""texto"": ""Sí, un protocolo definido"", ""valor"": 100}, {""texto"": ""Sabríamos a quién llamar, pero sin plan"", ""valor"": 40}, {""texto"": ""No hemos pensado en qué hacer"", ""valor"": 0}]"
"D6.2.6","6","6.2","Al contratar un servicio digital, ¿revisas los términos sobre seguridad y propiedad de tus datos?","BINARIA","[{""texto"": ""Sí, siempre revisamos esas cláusulas"", ""valor"": 100}, {""texto"": ""No, solemos aceptar sin revisión detallada"", ""valor"": 20}]"
"D6.2.7","6","6.2","¿Cuál es el estado del licenciamiento del software en tu empresa?","SELECCION_UNICA","[{""texto"": ""Todo el software es legal y licenciado"", ""valor"": 100}, {""texto"": ""La mayoría es legal, pero puede haber algo sin licencia"", ""valor"": 40}, {""texto"": ""Usamos una cantidad significativa de software sin licencia"", ""valor"": 0}]"
